# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_fld            14:(.)w_fld              15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       1.399470751167e+07       3.849875349481e-12       3.303867458453e-02       4.236089816080e+08       1.419191987081e+04       1.014091851858e-03       1.986117818131e+11       1.907465767942e-02       1.055442311921e+17       6.788523500287e+12       3.274774282620e+13       3.525794455262e-08       8.485862258307e+14       3.333333333333e-01       7.301221561471e+16       1.794445692990e+17       1.527929264408e-04       2.344342964706e-01 
       1.389742548874e+07       3.903960262106e-12       3.326993256997e-02       4.177404701343e+08       1.419191963956e+04       1.021190480918e-03       1.972311599249e+11       1.920817130786e-02       1.026399930293e+17       6.647937236715e+12       3.206955664858e+13       3.525794455262e-08       8.252358591298e+14       3.333333333333e-01       7.100315400571e+16       1.745071003880e+17       1.530427934746e-04       2.340536757325e-01 
       1.380081970629e+07       3.958804971669e-12       3.350280918130e-02       4.119532609078e+08       1.419191940668e+04       1.028338800185e-03       1.958601352097e+11       1.934261940560e-02       9.981567016285e+16       6.510262430254e+12       3.140541529951e+13       3.525794455262e-08       8.025280194431e+14       3.333333333333e-01       6.904937531254e+16       1.697054891726e+17       1.532926627941e-04       2.336743110191e-01 
       1.370488546354e+07       4.014420151670e-12       3.373731574902e-02       4.062462275534e+08       1.419191917217e+04       1.035537157490e-03       1.944986409543e+11       1.947800851217e-02       9.706906358092e+16       6.375438786381e+12       3.075502791907e+13       3.525794455262e-08       7.804450264943e+14       3.333333333333e-01       6.714935832722e+16       1.650359974013e+17       1.535425344194e-04       2.332961963420e-01 
       1.360961809238e+07       4.070816625542e-12       3.397346367819e-02       4.006182593010e+08       1.419191893603e+04       1.042785903095e-03       1.931466109093e+11       1.961434521281e-02       9.439803478139e+16       6.243407259234e+12       3.011810967083e+13       3.525794455262e-08       7.589696865114e+14       3.333333333333e-01       6.530162370050e+16       1.604949896853e+17       1.537924083706e-04       2.329193257525e-01 
       1.351501295717e+07       4.128005368755e-12       3.421126445573e-02       3.950682607694e+08       1.419191869822e+04       1.050085389715e-03       1.918039792856e+11       1.975163613887e-02       9.180050410683e+16       6.114110025758e+12       2.949438161717e+13       3.525794455262e-08       7.380852788397e+14       3.333333333333e-01       6.350473279007e+16       1.560789306674e+17       1.540422846682e-04       2.325436933420e-01 
       1.342106545448e+07       4.185997510957e-12       3.445072964860e-02       3.895951517533e+08       1.419191845876e+04       1.057435972536e-03       1.904706807516e+11       1.988988796808e-02       8.927444912528e+16       5.987490460377e+12       2.888357059712e+13       3.525794455262e-08       7.177755429230e+14       3.333333333333e-01       6.175728654043e+16       1.517843822697e+17       1.542921633328e-04       2.321692932412e-01 
       1.332777101288e+07       4.244804338134e-12       3.469187090741e-02       3.841978670126e+08       1.419191821762e+04       1.064838009226e-03       1.891466504299e+11       2.002910742490e-02       8.681790305560e+16       5.863493110197e+12       2.828540910668e+13       3.525794455262e-08       6.980246656434e+14       3.333333333333e-01       6.005792439358e+16       1.476080010170e+17       1.545420443852e-04       2.317961196197e-01 
       1.323512509273e+07       4.304437294809e-12       3.493469996101e-02       3.788753560655e+08       1.419191797479e+04       1.072291859961e-03       1.878318238939e+11       2.016930128080e-02       8.442895323617e+16       5.742063670719e+12       2.769963518170e+13       3.525794455262e-08       6.788172690090e+14       3.333333333333e-01       5.840532322969e+16       1.435465354337e+17       1.547919278462e-04       2.314241666861e-01 
       1.314312318592e+07       4.364907986269e-12       3.517922861829e-02       3.736265829836e+08       1.419191773026e+04       1.079797887436e-03       1.865261371651e+11       2.031047635467e-02       8.210573963562e+16       5.623148962059e+12       2.712599228317e+13       3.525794455262e-08       6.601383981808e+14       3.333333333333e-01       5.679819633695e+16       1.395968235120e+17       1.550418137369e-04       2.310534286874e-01 
       1.305176081570e+07       4.426228180822e-12       3.542546877907e-02       3.684505261908e+08       1.419191748402e+04       1.087356456885e-03       1.852295267095e+11       2.045263951307e-02       7.984645340467e+16       5.506696905656e+12       2.656422918483e+13       3.525794455262e-08       6.419735098289e+14       3.333333333333e-01       5.523529240969e+16       1.357557902503e+17       1.552917020788e-04       2.306838999088e-01 
       1.296103353643e+07       4.488409812086e-12       3.567343241593e-02       3.633461782641e+08       1.419191723606e+04       1.094967936098e-03       1.839419294347e+11       2.059579767062e-02       7.764933546776e+16       5.392656501462e+12       2.601409986317e+13       3.525794455262e-08       6.243084608089e+14       3.333333333333e-01       5.371539457418e+16       1.320204452591e+17       1.555415928931e-04       2.303155746735e-01 
       1.287093693339e+07       4.551464981314e-12       3.592313159243e-02       3.583125457375e+08       1.419191698636e+04       1.102632695442e-03       1.826632826872e+11       2.073995779030e-02       7.551267515343e+16       5.280977805613e+12       2.547536338966e+13       3.525794455262e-08       6.071294971503e+14       3.333333333333e-01       5.223731944109e+16       1.283878804329e+17       1.557914862016e-04       2.299484473421e-01 
       1.278146662253e+07       4.615405959746e-12       3.617457845576e-02       3.533486489088e+08       1.419191673491e+04       1.110351107873e-03       1.813935242488e+11       2.088512688381e-02       7.343480886237e+16       5.171611908551e+12       2.494778382530e+13       3.525794455262e-08       5.904232433475e+14       3.333333333333e-01       5.079991618420e+16       1.248552676857e+17       1.560413820260e-04       2.295825123125e-01 
       1.269261825027e+07       4.680245190998e-12       3.642778523499e-02       3.484535216488e+08       1.419191648170e+04       1.118123548960e-03       1.801325923338e+11       2.103131201191e-02       7.141411877219e+16       5.064510913604e+12       2.443113011720e+13       3.525794455262e-08       5.741766919459e+14       3.333333333333e-01       4.940206564431e+16       1.214198567495e+17       1.562912803884e-04       2.292177640199e-01 
       1.260438749330e+07       4.745995293483e-12       3.668276424651e-02       3.436262112135e+08       1.419191622672e+04       1.125950396901e-03       1.788804255861e+11       2.117852028473e-02       6.944903157776e+16       4.959627916013e+12       2.392517599746e+13       3.525794455262e-08       5.583771934142e+14       3.333333333333e-01       4.804267945786e+16       1.180789730330e+17       1.565411813110e-04       2.288541969359e-01 
       1.251677005839e+07       4.812669062863e-12       3.693952789581e-02       3.388657780582e+08       1.419191596996e+04       1.133832032539e-03       1.776369630759e+11       2.132675886217e-02       6.753801726625e+16       4.856916982388e+12       2.342969988403e+13       3.525794455262e-08       5.430124462954e+14       3.333333333333e-01       4.672069920959e+16       1.148300155390e+17       1.567910848161e-04       2.284918055688e-01 
       1.242976168210e+07       4.880279474545e-12       3.719808866845e-02       3.341712956550e+08       1.419191571140e+04       1.141768839387e-03       1.764021442971e+11       2.147603495421e-02       6.567958792584e+16       4.756333130590e+12       2.294448478372e+13       3.525794455262e-08       5.280704876289e+14       3.333333333333e-01       4.543509560839e+16       1.116704548398e+17       1.570409909263e-04       2.281305844628e-01 
       1.234335813068e+07       4.948839686202e-12       3.745845914273e-02       3.295418503125e+08       1.419191545103e+04       1.149761203638e-03       1.751759091643e+11       2.162635582127e-02       6.387229658727e+16       4.657832310035e+12       2.246931819712e+13       3.525794455262e-08       5.135396836366e+14       3.333333333333e-01       4.418486768594e+16       1.085978311074e+17       1.572908996644e-04       2.277705281983e-01 
       1.225755519978e+07       5.018363040333e-12       3.772065198245e-02       3.249765409974e+08       1.419191518884e+04       1.157809514192e-03       1.739581980096e+11       2.177772877456e-02       6.211473609722e+16       4.561371382400e+12       2.200399202555e+13       3.525794455262e-08       4.994087206643e+14       3.333333333333e-01       4.296904201734e+16       1.056097521986e+17       1.575408110533e-04       2.274116313910e-01 
       1.217234871427e+07       5.088863066857e-12       3.798467994420e-02       3.204744791600e+08       1.419191492481e+04       1.165914162668e-03       1.727489515799e+11       2.193016117644e-02       6.040553802270e+16       4.466908102729e+12       2.154830247995e+13       3.525794455262e-08       4.856665963731e+14       3.333333333333e-01       4.178667196324e+16       1.027038917929e+17       1.577907251162e-04       2.270538886923e-01 
       1.208773452806e+07       5.160353485752e-12       3.825055586640e-02       3.160347885606e+08       1.419191465893e+04       1.174075543429e-03       1.715481110340e+11       2.208366044076e-02       5.874337158557e+16       4.374401100935e+12       2.110204999158e+13       3.525794455262e-08       4.723026111732e+14       3.333333333333e-01       4.063683693271e+16       9.987798758055e+16       1.580406418763e-04       2.266972947883e-01 
       1.200370852389e+07       5.232848209718e-12       3.851829268569e-02       3.116566050991e+08       1.419191439120e+04       1.182294053597e-03       1.703556179398e+11       2.223823403327e-02       5.712694262646e+16       4.283809863680e+12       2.066503912466e+13       3.525794455262e-08       4.593063598931e+14       3.333333333333e-01       3.951864166656e+16       9.712983950190e+16       1.582905613572e-04       2.263418444003e-01 
       1.192026661309e+07       5.306361346889e-12       3.878790342060e-02       3.073390766469e+08       1.419191412159e+04       1.190570093074e-03       1.691714142713e+11       2.239388947191e-02       5.555499259707e+16       4.195094716633e+12       2.023707849079e+13       3.525794455262e-08       4.466677236780e+14       3.333333333333e-01       3.843121554023e+16       9.445730803418e+16       1.585404835826e-04       2.259875322837e-01 
       1.183740473543e+07       5.380907203572e-12       3.905940118966e-02       3.030813628811e+08       1.419191385009e+04       1.198904064563e-03       1.679954424058e+11       2.255063432724e-02       5.402629758031e+16       4.108216807095e+12       1.981798066506e+13       3.525794455262e-08       4.343768621116e+14       3.333333333333e-01       3.737371188596e+16       9.185831252585e+16       1.587904085765e-04       2.256343532286e-01 
       1.175511885891e+07       5.456500287037e-12       3.933279919511e-02       2.988826351206e+08       1.419191357669e+04       1.207296373582e-03       1.668276451213e+11       2.270847622276e-02       5.253966733736e+16       4.023138086982e+12       1.940756210407e+13       3.525794455262e-08       4.224242055539e+14       3.333333333333e-01       3.634530733355e+16       8.933082957665e+16       1.590403363629e-04       2.252823020589e-01 
       1.167340497955e+07       5.533155308336e-12       3.960811073557e-02       2.947420761654e+08       1.419191330138e+04       1.215747428492e-03       1.656679655936e+11       2.286742283531e-02       5.109394438091e+16       3.939821296163e+12       1.900564306546e+13       3.525794455262e-08       4.108004476910e+14       3.333333333333e-01       3.534520116932e+16       8.687289146228e+16       1.592902669662e-04       2.249313736324e-01 
       1.159225912119e+07       5.610887185166e-12       3.988534920427e-02       2.906588801368e+08       1.419191302414e+04       1.224257640509e-03       1.645163473932e+11       2.302748189544e-02       4.968800307402e+16       3.858229946142e+12       1.861204752923e+13       3.525794455262e-08       3.994965382885e+14       3.333333333333e-01       3.437261471262e+16       8.448258460240e+16       1.595402004110e-04       2.245815628402e-01 
       1.151167733534e+07       5.689711044774e-12       4.016452808537e-02       2.866322523213e+08       1.419191274496e+04       1.232827423730e-03       1.633727344832e+11       2.318866118777e-02       4.832074875363e+16       3.778328304079e+12       1.822660312065e+13       3.525794455262e-08       3.885036761454e+14       3.333333333333e-01       3.342679070961e+16       8.215804807081e+16       1.597901367219e-04       2.242328646068e-01 
       1.143165570093e+07       5.769642226893e-12       4.044566095763e-02       2.826614090154e+08       1.419191246383e+04       1.241457195148e-03       1.622370712161e+11       2.335096855139e-02       4.699111687829e+16       3.700081377137e+12       1.784914103477e+13       3.525794455262e-08       3.778133022415e+14       3.333333333333e-01       3.250699274363e+16       7.989747214657e+16       1.600400759239e-04       2.238852738898e-01 
       1.135219032415e+07       5.850696286737e-12       4.072876149621e-02       2.787455773731e+08       1.419191218073e+04       1.250147374678e-03       1.611093023311e+11       2.351441188020e-02       4.569807219929e+16       3.623454897162e+12       1.747949596250e+13       3.525794455262e-08       3.674170930732e+14       3.333333333333e-01       3.161250466185e+16       7.769909690508e+16       1.602900180421e-04       2.235387856795e-01 
       1.127327733827e+07       5.932888998018e-12       4.101384346905e-02       2.748839952558e+08       1.419191189565e+04       1.258898385172e-03       1.599893729519e+11       2.367899912335e-02       4.444060795467e+16       3.548415305671e+12       1.711750601817e+13       3.525794455262e-08       3.573069541731e+14       3.333333333333e-01       3.074263001764e+16       7.556121084781e+16       1.605399631020e-04       2.231933949987e-01 
       1.119491290344e+07       6.016236356023e-12       4.130092074411e-02       2.710759110837e+08       1.419191160857e+04       1.267710652442e-03       1.588772285832e+11       2.384473828558e-02       4.321774508529e+16       3.474929739159e+12       1.676301266870e+13       3.525794455262e-08       3.474750138072e+14       3.333333333333e-01       2.989669152837e+16       7.348214956987e+16       1.607899111290e-04       2.228490969025e-01 
       1.111709320649e+07       6.100754580717e-12       4.159000728396e-02       2.673205836895e+08       1.419191131948e+04       1.276584605283e-03       1.577728151088e+11       2.401163742763e-02       4.202853147257e+16       3.402966014702e+12       1.641586066411e+13       3.525794455262e-08       3.379136168467e+14       3.333333333333e-01       2.907403054801e+16       7.146029446410e+16       1.610398621490e-04       2.225058864780e-01 
       1.103981446076e+07       6.186460119911e-12       4.188111715121e-02       2.636172821743e+08       1.419191102837e+04       1.285520675488e-03       1.566760787887e+11       2.417970466665e-02       4.087204119718e+16       3.332492615866e+12       1.607589796956e+13       3.525794455262e-08       3.286153188069e+14       3.333333333333e-01       2.827400655437e+16       6.949407146094e+16       1.612898161880e-04       2.221637588442e-01 
       1.096307290591e+07       6.273369652449e-12       4.217426450305e-02       2.599652857651e+08       1.419191073522e+04       1.294519297874e-03       1.555869662563e+11       2.434894817652e-02       3.974737381810e+16       3.263478678905e+12       1.574297569877e+13       3.525794455262e-08       3.195728800516e+14       3.333333333333e-01       2.749599665039e+16       6.758194980292e+16       1.615397732722e-04       2.218227091516e-01 
       1.088686480775e+07       6.361500091463e-12       4.246946359854e-02       2.563638836748e+08       1.419191044003e+04       1.303580910304e-03       1.545054245161e+11       2.451937618836e-02       3.865365367156e+16       3.195893979239e+12       1.541694804879e+13       3.525794455262e-08       3.107792601561e+14       3.333333333333e-01       2.673939507909e+16       6.572244085284e+16       1.617897334280e-04       2.214827325820e-01 
       1.081118645804e+07       6.450868587659e-12       4.276672879678e-02       2.528123749638e+08       1.419191014276e+04       1.312705953703e-03       1.534314009410e+11       2.469099699081e-02       3.759002918924e+16       3.129708918225e+12       1.509767223617e+13       3.525794455262e-08       3.022276124255e+14       3.333333333333e-01       2.600361275201e+16       6.391409693483e+16       1.620396966820e-04       2.211438243486e-01 
       1.073603417431e+07       6.541492532656e-12       4.306607455510e-02       2.493100684032e+08       1.419190984341e+04       1.321894872082e-03       1.523648432695e+11       2.486381893054e-02       3.655567223523e+16       3.064894510186e+12       1.478500843442e+13       3.525794455262e-08       2.939112785639e+14       3.333333333333e-01       2.528807679049e+16       6.215551020723e+16       1.622896630613e-04       2.208059796950e-01 
       1.066140429970e+07       6.633389562368e-12       4.336751543451e-02       2.458562823409e+08       1.419190954197e+04       1.331148112563e-03       1.513056996037e+11       2.503785041258e-02       3.554977746126e+16       3.001422369724e+12       1.447881971276e+13       3.525794455262e-08       2.858237834901e+14       3.333333333333e-01       2.459223007966e+16       6.044531156649e+16       1.625396325928e-04       2.204691938959e-01 
       1.058729320278e+07       6.726577560435e-12       4.367106609607e-02       2.424503445682e+08       1.419190923842e+04       1.340466125396e-03       1.502539184063e+11       2.521309990074e-02       3.457156167965e+16       2.939264699283e+12       1.417897197619e+13       3.525794455262e-08       2.779588302967e+14       3.333333333333e-01       2.391553083463e+16       5.878216958126e+16       1.627896053039e-04       2.201334622562e-01 
       1.051369727733e+07       6.821074661706e-12       4.397674130450e-02       2.390915921897e+08       1.419190893275e+04       1.349849363981e-03       1.492094484983e+11       2.538957591808e-02       3.362026325355e+16       2.878394276981e+12       1.388533390670e+13       3.525794455262e-08       2.703102953467e+14       3.333333333333e-01       2.325745217873e+16       5.716478945581e+16       1.630395812222e-04       2.197987801111e-01 
       1.044061294223e+07       6.916899255763e-12       4.428455592461e-02       2.357793714936e+08       1.419190862493e+04       1.359298284896e-03       1.481722390563e+11       2.556728704724e-02       3.269514150386e+16       2.818784444681e+12       1.359777690583e+13       3.525794455262e-08       2.628722235057e+14       3.333333333333e-01       2.261748173321e+16       5.559191202192e+16       1.632895603754e-04       2.194651428257e-01 
       1.036803664123e+07       7.014069990502e-12       4.459452493211e-02       2.325130378250e+08       1.419190831496e+04       1.368813347911e-03       1.471422396105e+11       2.574624193091e-02       3.179547613262e+16       2.760409096323e+12       1.331617503831e+13       3.525794455262e-08       2.556388235059e+14       3.333333333333e-01       2.199512121834e+16       5.406231275860e+16       1.635395427916e-04       2.191325457949e-01 
       1.029596484283e+07       7.112605775758e-12       4.490666340098e-02       2.292919554600e+08       1.419190800283e+04       1.378395016016e-03       1.461194000417e+11       2.592644927223e-02       3.092056666214e+16       2.703242666486e+12       1.304040497689e+13       3.525794455262e-08       2.486044634361e+14       3.333333333333e-01       2.138988606546e+16       5.257480083868e+16       1.637895284990e-04       2.188009844433e-01 
       1.022439404004e+07       7.212525786988e-12       4.522098651250e-02       2.261154974824e+08       1.419190768850e+04       1.388043755442e-03       1.451036705791e+11       2.610791783523e-02       3.006973188964e+16       2.647260119193e+12       1.277034594838e+13       3.525794455262e-08       2.417636663575e+14       3.333333333333e-01       2.080130503966e+16       5.112821820172e+16       1.640395175262e-04       2.184704542247e-01 
       1.015332075028e+07       7.313849469000e-12       4.553750955529e-02       2.229830456613e+08       1.419190737198e+04       1.397760035683e-03       1.440950017979e+11       2.629065644522e-02       2.924230935682e+16       2.592436936948e+12       1.250587968072e+13       3.525794455262e-08       2.351111060388e+14       3.333333333333e-01       2.022891987291e+16       4.972143865238e+16       1.642895099019e-04       2.181409506220e-01 
       1.008274151517e+07       7.416596539734e-12       4.585624792344e-02       2.198939903309e+08       1.419190705324e+04       1.407544329520e-03       1.430933446171e+11       2.647467398928e-02       2.843765483412e+16       2.538749109999e+12       1.224689035119e+13       3.525794455262e-08       2.286416028097e+14       3.333333333333e-01       1.967228490723e+16       4.835336698363e+16       1.645395056549e-04       2.178124691473e-01 
       1.001265290036e+07       7.520786994101e-12       4.617721712202e-02       2.168477302718e+08       1.419190673227e+04       1.417397113043e-03       1.420986502965e+11       2.665997941661e-02       2.765514181911e+16       2.486173125819e+12       1.199326453570e+13       3.525794455262e-08       2.223501195275e+14       3.333333333333e-01       1.913096674774e+16       4.702293812404e+16       1.647895048146e-04       2.174850053410e-01 
       9.943051495390e+06       7.626441107873e-12       4.650043275797e-02       2.138436725943e+08       1.419190640906e+04       1.427318865674e-03       1.411108704349e+11       2.684658173904e-02       2.689416104867e+16       2.434685958813e+12       1.174489115908e+13       3.525794455262e-08       2.162317576557e+14       3.333333333333e-01       1.860454392518e+16       4.572911630862e+16       1.650395074104e-04       2.171585547724e-01 
       9.873933913490e+06       7.733579441627e-12       4.682591055462e-02       2.108812326224e+08       1.419190608358e+04       1.437310070192e-03       1.401299569676e+11       2.703449003142e-02       2.615412002466e+16       2.384265060230e+12       1.150166144650e+13       3.525794455262e-08       2.102817534496e+14       3.333333333333e-01       1.809260656774e+16       4.447089427236e+16       1.652895134720e-04       2.168331130389e-01 
       9.805296791444e+06       7.842222844745e-12       4.715366634264e-02       2.079598337806e+08       1.419190575582e+04       1.447371212755e-03       1.391558621640e+11       2.722371343208e-02       2.543444255257e+16       2.334888348292e+12       1.126346887575e+13       3.525794455262e-08       2.044954742475e+14       3.333333333333e-01       1.759475608201e+16       4.324729246606e+16       1.655395230293e-04       2.165086757661e-01 
       9.737136789413e+06       7.952392459471e-12       4.748371606001e-02       2.050789074812e+08       1.419190542577e+04       1.457502782923e-03       1.381885386251e+11       2.741426114327e-02       2.473456829293e+16       2.286534198522e+12       1.103020913065e+13       3.525794455262e-08       1.988684148636e+14       3.333333333333e-01       1.711060484256e+16       4.205735829369e+16       1.657895361126e-04       2.161852386074e-01 
       9.669450590772e+06       8.064109725023e-12       4.781607576297e-02       2.022378930140e+08       1.419190509341e+04       1.467705273685e-03       1.372279392816e+11       2.760614243161e-02       2.405395232498e+16       2.239181434270e+12       1.080178005535e+13       3.525794455262e-08       1.933961940803e+14       3.333333333333e-01       1.663977589018e+16       4.090016537073e+16       1.660395527522e-04       2.158627972440e-01 
       9.602234901953e+06       8.177396381766e-12       4.815076161321e-02       1.994362374368e+08       1.419190475873e+04       1.477979181478e-03       1.362740173914e+11       2.779936662853e-02       2.339206472245e+16       2.192809317445e+12       1.057808160958e+13       3.525794455262e-08       1.880745512372e+14       3.333333333333e-01       1.618190263834e+16       3.977481280295e+16       1.662895729789e-04       2.155413473847e-01 
       9.535486452282e+06       8.292274475442e-12       4.848778988890e-02       1.966733954683e+08       1.419190442170e+04       1.488325006217e-03       1.353267265371e+11       2.799394313073e-02       2.274839014093e+16       2.147397539427e+12       1.035901582484e+13       3.525794455262e-08       1.828993429134e+14       3.333333333333e-01       1.573662858782e+16       3.868042448502e+16       1.665395968237e-04       2.152208847654e-01 
       9.469201993820e+06       8.408766361456e-12       4.882717698274e-02       1.939488293813e+08       1.419190408231e+04       1.498743251314e-03       1.343860206242e+11       2.818988140064e-02       2.212242741662e+16       2.102926212176e+12       1.014448676150e+13       3.525794455262e-08       1.778665397016e+14       3.333333333333e-01       1.530360704910e+16       3.761614841839e+16       1.667896243177e-04       2.149014051494e-01 
       9.403378301206e+06       8.526894709228e-12       4.916893940026e-02       1.912620088987e+08       1.419190374055e+04       1.509234423706e-03       1.334518538786e+11       2.838719096687e-02       2.151368917614e+16       2.059375859521e+12       9.934400466792e+12       3.525794455262e-08       1.729722230709e+14       3.333333333333e-01       1.488250087243e+16       3.658115604797e+16       1.670396554925e-04       2.145829043267e-01 
       9.338012171501e+06       8.646682506601e-12       4.951309376520e-02       1.886124110898e+08       1.419190339640e+04       1.519799033879e-03       1.325241808442e+11       2.858588142468e-02       2.092170145708e+16       2.016727408632e+12       9.728664933639e+12       3.525794455262e-08       1.682125823157e+14       3.333333333333e-01       1.447298218537e+16       3.557464161711e+16       1.672896903797e-04       2.142653781143e-01 
       9.273100424028e+06       8.768153064318e-12       4.985965681408e-02       1.859995202687e+08       1.419190304983e+04       1.530437595890e-03       1.316029563811e+11       2.878596243644e-02       2.034600333893e+16       1.974962181665e+12       9.527190060384e+12       3.525794455262e-08       1.635839115889e+14       3.333333333333e-01       1.407473213743e+16       3.459582154019e+16       1.675397290114e-04       2.139488223555e-01 
       9.208639900222e+06       8.891330020552e-12       5.020864540165e-02       1.834228278940e+08       1.419190270084e+04       1.541150627396e-03       1.306881356630e+11       2.898744373212e-02       1.978614658422e+16       1.934061887582e+12       9.329887611319e+12       3.525794455262e-08       1.590826070162e+14       3.333333333333e-01       1.368744065189e+16       3.364393379263e+16       1.677897714198e-04       2.136332329201e-01 
       9.144627463472e+06       9.016237345507e-12       5.056007650273e-02       1.808818324697e+08       1.419190234941e+04       1.551938649678e-03       1.297796741753e+11       2.919033510971e-02       1.924169528955e+16       1.894008614142e+12       9.136671178043e+12       3.525794455262e-08       1.547051638905e+14       3.333333333333e-01       1.331080618434e+16       3.271823731758e+16       1.680398176375e-04       2.133186057043e-01 
       9.081059998975e+06       9.142899346081e-12       5.091396720854e-02       1.783760394475e+08       1.419190199552e+04       1.562802187665e-03       1.288775277128e+11       2.939464643577e-02       1.871222554619e+16       1.854784820058e+12       8.947456141623e+12       3.525794455262e-08       1.504481739429e+14       3.333333333333e-01       1.294453548790e+16       3.181801144899e+16       1.682898676972e-04       2.130049366300e-01 
       9.017934413575e+06       9.271340670596e-12       5.127033472854e-02       1.759049611311e+08       1.419190163915e+04       1.573741769961e-03       1.279816523777e+11       2.960038764583e-02       1.819732510998e+16       1.816373327309e+12       8.762159635531e+12       3.525794455262e-08       1.463083226890e+14       3.333333333333e-01       1.258834338489e+16       3.094255535052e+16       1.685399216321e-04       2.126922216450e-01 
       8.955247635622e+06       9.401586313591e-12       5.162919639770e-02       1.734681165803e+08       1.419190128029e+04       1.584757928869e-03       1.270920045772e+11       2.980756874495e-02       1.769659308042e+16       1.778757313621e+12       8.580700509357e+12       3.525794455262e-08       1.422823868485e+14       3.333333333333e-01       1.224195254483e+16       3.009118746992e+16       1.687899794755e-04       2.123804567231e-01 
       8.892996614814e+06       9.533661620688e-12       5.199056966740e-02       1.710650315184e+08       1.419190091892e+04       1.595851200419e-03       1.262085410216e+11       3.001619980814e-02       1.720963958851e+16       1.741920305103e+12       8.402999293266e+12       3.525794455262e-08       1.383672318354e+14       3.333333333333e-01       1.190509326844e+16       2.926324500838e+16       1.690400412611e-04       2.120696378631e-01 
       8.831178322055e+06       9.667592293518e-12       5.235447211271e-02       1.686952382391e+08       1.419190055502e+04       1.607022124392e-03       1.253312187221e+11       3.022629098087e-02       1.673608549316e+16       1.705846169023e+12       8.228978163196e+12       3.525794455262e-08       1.345598093173e+14       3.333333333333e-01       1.157750327774e+16       2.845808340455e+16       1.692901070226e-04       2.117597610894e-01 
       8.769789749305e+06       9.803404394727e-12       5.272092143241e-02       1.663582755161e+08       1.419190018857e+04       1.618271244350e-03       1.244599949888e+11       3.043785247960e-02       1.627556208605e+16       1.670519106751e+12       8.058560906774e+12       3.525794455262e-08       1.308571548422e+14       3.333333333333e-01       1.125892751177e+16       2.767507583268e+16       1.695401767944e-04       2.114508224515e-01 
       8.708827909435e+06       9.941124353043e-12       5.308993544713e-02       1.640536885127e+08       1.419189981955e+04       1.629599107657e-03       1.235948274283e+11       3.065089459223e-02       1.582771080452e+16       1.635923646837e+12       7.891672889939e+12       3.525794455262e-08       1.272563855302e+14       3.333333333333e-01       1.094911792804e+16       2.691361271462e+16       1.697902506109e-04       2.111428180239e-01 
       8.648289836079e+06       1.008077896842e-11       5.346153210667e-02       1.617810286939e+08       1.419189944796e+04       1.641006265510e-03       1.227356739423e+11       3.086542767859e-02       1.539218295239e+16       1.602044638236e+12       7.728241024257e+12       3.525794455262e-08       1.237546978292e+14       3.333333333333e-01       1.064783330939e+16       2.617310124526e+16       1.700403285069e-04       2.108357439057e-01 
       8.588172583490e+06       1.022239541723e-11       5.383572947903e-02       1.595398537387e+08       1.419189907376e+04       1.652493272963e-03       1.218824927248e+11       3.108146217101e-02       1.496863942849e+16       1.568867243671e+12       7.568193734913e+12       3.525794455262e-08       1.203493653315e+14       3.333333333333e-01       1.035483907616e+16       2.545296493096e+16       1.702904105173e-04       2.105295962209e-01 
       8.528473226402e+06       1.036600125761e-11       5.421254576322e-02       1.573297274540e+08       1.419189869694e+04       1.664060688958e-03       1.210352422606e+11       3.129900857474e-02       1.455675046262e+16       1.536376933135e+12       7.411460929359e+12       3.525794455262e-08       1.170377366517e+14       3.333333333333e-01       1.006990710361e+16       2.475264314074e+16       1.705404966776e-04       2.102243711179e-01 
       8.469188859879e+06       1.051162443475e-11       5.459199928919e-02       1.551502196899e+08       1.419189831749e+04       1.675709076345e-03       1.201938813229e+11       3.151807746853e-02       1.415619535879e+16       1.504559477531e+12       7.257973966627e+12       3.525794455262e-08       1.138172333617e+14       3.333333333333e-01       9.792815544216e+15       2.407159066982e+16       1.707905870234e-04       2.099200647691e-01 
       8.410316599181e+06       1.065929328638e-11       5.497410850512e-02       1.530009062559e+08       1.419189793538e+04       1.687439001919e-03       1.193583689717e+11       3.173867950512e-02       1.376666224556e+16       1.473400942438e+12       7.107665627258e+12       3.525794455262e-08       1.106853479838e+14       3.333333333333e-01       9.523348655011e+15       2.340927731512e+16       1.710406815906e-04       2.096166733716e-01 
       8.351853579620e+06       1.080903654824e-11       5.535889199928e-02       1.508813688383e+08       1.419189755060e+04       1.699251036438e-03       1.185286645515e+11       3.196082541173e-02       1.338784783314e+16       1.442887682005e+12       6.960470083869e+12       3.525794455262e-08       1.076396420376e+14       3.333333333333e-01       9.261296629572e+15       2.276518746251e+16       1.712907804154e-04       2.093141931459e-01 
